Id,SalePrice
1461,11.713544381790896
1462,11.920945971409838
1463,12.134417410215738
1464,12.234834757259947
1465,12.212667461759857
1466,12.040185233524433
1467,12.110855626286423
1468,12.019634755498464
1469,12.143659092184308
1470,11.664330262095918
1471,12.04671147347021
1472,11.481403289152677
1473,11.510150339177766
1474,11.894944880473082
1475,11.660044686408787
1476,12.834202750274958
1477,12.436519540342735
1478,12.534265342674773
1479,12.552996943788205
1480,13.17033660361744
1481,12.688807518041555
1482,12.24066733590807
1483,12.05650663633468
1484,12.046209267377009
1485,12.107865828873901
1486,12.179122415627836
1487,12.727635423894975
1488,12.25161796980564
1489,12.22444634192534
1490,12.370957643892893
1491,12.19880419649813
1492,11.386365975766926
1493,12.182722686874788
1494,12.60150841185839
1495,12.543057006292068
1496,12.335681611524596
1497,12.13357721316208
1498,12.402564182538612
1499,11.962267916494534
1500,11.940433976439504
1501,12.110796869387608
1502,11.923653218259384
1503,12.781709977120224
1504,12.422907755932403
1505,12.33792276370569
1506,12.159511354655017
1507,12.459043672747917
1508,12.246386880551988
1509,11.897482463894203
1510,11.938310900196965
1511,12.304758800294989
1512,12.066406832012706
1513,11.930520708518792
1514,11.967773844429109
1515,12.242352698192416
1516,11.922154620345136
1517,12.147374640702951
1518,11.760218306213824
1519,12.286833241182775
1520,11.769692262762955
1521,11.806104498324794
1522,12.06856224263405
1523,11.70340209508577
1524,11.717787625766563
1525,11.627699305198412
1526,11.598555293791902
1527,11.700646332917723
1528,11.731146703189703
1529,11.963565059308765
1530,12.176749292060999
1531,11.636877440819513
1532,11.383297983380595
1533,11.868758200881437
1534,11.543152682695467
1535,11.860434804609957
1536,11.586528899950967
1537,10.983781931584272
1538,11.871249722093827
1539,12.297513394995203
1540,11.382188370298357
1541,11.777256320546336
1542,11.884370940095158
1543,12.048465853399403
1544,11.38721049880057
1545,11.704844653100745
1546,11.760885347293819
1547,11.834722991449937
1548,11.780162365930464
1549,11.645214502504974
1550,11.882725718576724
1551,11.783336985397874
1552,11.838271249175328
1553,11.808632751671292
1554,11.684993130139945
1555,12.02774493218203
1556,11.351726426511233
1557,11.722141482235944
1558,11.62144420381572
1559,10.992720580107175
1560,11.6274424613904
1561,11.491744783719543
1562,11.881747674316571
1563,11.690861212854832
1564,11.994034877244143
1565,11.901485578498932
1566,12.379434636371839
1567,11.3084103524157
1568,12.375905604327215
1569,11.628838806007783
1570,11.818194524851355
1571,11.700165089844388
1572,11.839623138744232
1573,12.118785572420371
1574,11.698280895626207
1575,12.409412209534546
1576,12.364879311762996
1577,12.151208504610924
1578,11.88766784540903
1579,11.895972097440449
1580,12.183730419999353
1581,11.94710313294454
1582,11.720664523458838
1583,12.600929432521188
1584,12.300354903964308
1585,11.813782374217329
1586,11.525276501628262
